load_zone,period,AES,Airport_DSG,Battery_Bulk,CC_152,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Barge,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,GeneratePumpedHydro
Oahu,2038,0,0.0,370.96539372301777,3425.5339045985643,0.0,2331.2453226476496,117.28038713532082,1150.8560542449989,374.92800000000045,92.74500000000003,0.0,0.0,0,0,0.0,0.0,0,0,788.3999999999993,0.0,0.0,262.83146472595695,568.0719557038944,153.47900000000033,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2039,0,0.0,418.5379355814258,3471.043974121759,0.0,2331.2453226476496,89.06301682477553,1150.8560542449986,374.92800000000005,92.74500000000006,0.0,0.0,0,0,0,0,0,0,788.4000000000001,0.0,0.0,262.8314647259569,628.0539308312984,153.47900000000013,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2040,0,0.0,580.6528799845868,2898.1465452795064,0.0,2990.468160609479,128.15498516720248,1150.856054244999,374.92800000000045,92.74500000000003,0.0,0.0,0,0,0,0,0,0,788.3999999999994,0.0,0.0,262.831464725957,688.9530615416903,153.47900000000033,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2041,0,0.0,562.8263104793567,2905.789983983893,0.0,2990.4681606094796,162.30193035693446,1209.1916446093958,374.92800000000005,92.74500000000006,0.0,0.0,0,0,0,0,0,0,788.4000000000001,-3.76714707113306e-15,0.0,290.7621204217672,688.9530615416909,153.47900000000016,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2042,0,0.0,623.0907619721785,2847.4099226518615,0.0,2990.730973019399,113.34969134159269,1267.704009490049,374.92800000000045,92.74500000000003,0.0,0.0,0,0,0,0,0,0,788.3999999999994,0.0,0.0,402.0920504029808,688.9530615416903,153.47900000000033,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2043,0,-8.219229973381198e-15,646.3161937618737,2913.949637727069,1.963482715863288e-14,2990.730973019399,112.107339996829,1434.1266619851756,374.92800000000005,92.74500000000006,0.0,0.0,0,0,0,0,0,0,788.4000000000001,0.0,0.0,402.09205040298093,587.7306547033016,153.47900000000016,0.0,0,0,0,0,0,0,0.0,1.1908522671710842e-11
Oahu,2044,0,0.0,654.2309979802001,2987.3182264416346,0.0,2990.730973019399,116.634681355963,1535.8926709610719,374.92800000000045,92.74500000000002,0.0,0.0,0,0,0,0,0,0,788.3999999999995,0.0,0.0,402.09205040298076,553.4135818950119,153.47900000000033,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2045,0,0.0,2160.824048043571,1617.6167681430545,0.0,5673.93260037833,274.12569388946133,1514.5580015757128,374.92800000000005,0,0.0,0.0,0,0,0,0,0,0,0.0,8.856396148555708,0.0,401.32846957357236,605.6499649658447,0,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2046,0,0.0,2197.924013094883,1708.1900009078415,0.0,5704.91223583701,239.94701449265085,1510.7759107356146,374.92800000000045,0,0.0,0.0,0,0,0,0,0,0,15.182393397524073,0.0,0.0,402.02940440166026,618.2625461916656,0,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2047,0,0.0,2166.2763046406676,1839.4380243466317,0.0,5711.950270505332,262.5018238806896,1510.5317535547977,374.92800000000005,0,0.0,0.0,0,0,0,0,0,0,0.0,15.182393397524075,0.0,401.01095953580074,618.0085635455491,0,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2048,0,0.0,2079.0885921768345,1958.7406631636877,0.0,5691.63887286144,209.44956671380552,1524.152120031178,374.92800000000045,0,0.4719585316093536,0.0,0,0,0,0,0,0,15.182393397524075,0.0,0.0,402.0585215572036,625.2693931415513,0,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2049,0,0.0,2030.8869351522133,2066.5515395598372,0.0,5696.688183074607,219.8162801372371,1524.7540298055133,374.92800000000005,0,2.1238133922420914,0.0,0,0,0,0,0,0,15.182393397524075,0.0,0.0,401.4814840843289,626.6111304739059,0,0.0,0,0,0,0,0,0,0.0,0.0
Oahu,2050,0,0.0,2051.492886835144,2160.148920330125,0.0,5699.468648339428,192.4661225042503,1509.380455423242,374.92800000000045,0,6.017471278019298,0.0,0,0,0,0,0,0,8.85639614855574,8.856396148555708,0.6683198227233031,402.09205040298076,646.3529491935569,0,0.0,0,0,0,0,0,0,0.0,0.0
